Value	order	sample	domain
10.584149588962108	1	10hr	ERD
10.090570234421662	2	10hr	ERD
10.304798858683363	3	10hr	ERD
10.347142754386484	4	10hr	ERD
10.622076865057252	5	10hr	ERD
10.795525390572895	6	10hr	ERD
10.890239415421162	7	10hr	ERD
10.9964441291982	8	10hr	ERD
11.101433440715203	9	10hr	ERD
11.185023058444322	10	10hr	ERD
11.222766437410659	11	10hr	ERD
11.336604071650589	12	10hr	ERD
11.460300522890781	13	10hr	ERD
11.510760494309702	14	10hr	ERD
11.543562713601961	15	10hr	ERD
11.424784360136455	16	10hr	ERD
11.41101919216649	17	10hr	ERD
11.462214373786088	18	10hr	ERD
11.573455032059078	19	10hr	ERD
11.669887073647512	20	10hr	ERD
11.649401563235653	21	10hr	ERD
11.79900575860138	22	10hr	ERD
11.895652219603328	23	10hr	ERD
12.028510293686534	24	10hr	ERD
12.111899836111025	25	10hr	ERD
12.21422188236194	26	10hr	ERD
12.193206433045447	27	10hr	ERD
12.212413943566016	28	10hr	ERD
12.317621251010495	29	10hr	ERD
12.423419370957651	30	10hr	ERD
12.57694560330769	31	10hr	ERD
12.58138260450186	32	10hr	ERD
12.661121518665125	33	10hr	ERD
12.714510497740665	34	10hr	ERD
12.800186700846261	35	10hr	ERD
12.90894392208195	36	10hr	ERD
12.918338744409809	37	10hr	ERD
12.922382306726453	38	10hr	ERD
12.956320775906132	39	10hr	ERD
12.8806574788143	40	10hr	ERD
12.841949995627308	41	10hr	ERD
12.814834276888414	42	10hr	ERD
12.87438581468987	43	10hr	ERD
13.037046441206769	44	10hr	ERD
13.174037572740497	45	10hr	ERD
13.11854142117224	46	10hr	ERD
13.160558942111294	47	10hr	ERD
13.19302444217271	48	10hr	ERD
13.145176955822837	49	10hr	ERD
13.16438745133166	50	10hr	ERD
13.193950013272378	51	10hr	ERD
13.264811678030231	52	10hr	ERD
13.212153812575231	53	10hr	ERD
13.227934327239247	54	10hr	ERD
13.181401144638214	55	10hr	ERD
13.243342009497994	56	10hr	ERD
13.313733180067512	57	10hr	ERD
13.452353860884516	58	10hr	ERD
13.408043152762565	59	10hr	ERD
13.462040861407186	60	10hr	ERD
13.49850520027687	61	10hr	ERD
