Value	order	sample	domain
3.8099704696068057	1	0hr	ERD
3.4859706012616476	2	0hr	ERD
3.4879779941062785	3	0hr	ERD
3.4673986933309098	4	0hr	ERD
3.4707033011042805	5	0hr	ERD
3.4695648859695383	6	0hr	ERD
3.4548761539805284	7	0hr	ERD
3.4544816660302566	8	0hr	ERD
3.4543085146283743	9	0hr	ERD
3.475855302397469	10	0hr	ERD
3.4919381416256714	11	0hr	ERD
3.5067095609316543	12	0hr	ERD
3.5290522323297933	13	0hr	ERD
3.5359791006428005	14	0hr	ERD
3.53086956782293	15	0hr	ERD
3.5158832124665356	16	0hr	ERD
3.498848947417424	17	0hr	ERD
3.5092204559874562	18	0hr	ERD
3.525364604510378	19	0hr	ERD
3.497412354347863	20	0hr	ERD
3.5095963666590047	21	0hr	ERD
3.5354817992458765	22	0hr	ERD
3.5285621758227297	23	0hr	ERD
3.553505647211755	24	0hr	ERD
3.5465989743751343	25	0hr	ERD
3.5424911780194197	26	0hr	ERD
3.539832996987196	27	0hr	ERD
3.5377900203291746	28	0hr	ERD
3.5326121521438436	29	0hr	ERD
3.5449922018718194	30	0hr	ERD
3.547112460576667	31	0hr	ERD
3.5502327913185336	32	0hr	ERD
3.554490567203872	33	0hr	ERD
3.539474254270933	34	0hr	ERD
3.558217147514825	35	0hr	ERD
3.556105748844559	36	0hr	ERD
3.5589202590138056	37	0hr	ERD
3.5754301124030907	38	0hr	ERD
3.545311758048461	39	0hr	ERD
3.532372671509246	40	0hr	ERD
3.527015987121049	41	0hr	ERD
3.528046984826726	42	0hr	ERD
3.518342648466206	43	0hr	ERD
3.5457846505776236	44	0hr	ERD
3.5624248152064095	45	0hr	ERD
3.5514133804590604	46	0hr	ERD
3.5410606223850025	47	0hr	ERD
3.547459128190328	48	0hr	ERD
3.560400227555193	49	0hr	ERD
3.5537537075233043	50	0hr	ERD
3.5519923005481826	51	0hr	ERD
3.5495983475588084	52	0hr	ERD
3.547705729568357	53	0hr	ERD
3.5598153002150785	54	0hr	ERD
3.5632281194444975	55	0hr	ERD
3.5569959298888105	56	0hr	ERD
3.566531317502688	57	0hr	ERD
3.5743078201258713	58	0hr	ERD
3.5753104207328996	59	0hr	ERD
3.5873114227092926	60	0hr	ERD
3.57836052457196	61	0hr	ERD
3.5705580030935735	62	0hr	ERD
3.5776004583173635	63	0hr	ERD
3.580914358157459	64	0hr	ERD
3.5833311051127463	65	0hr	ERD
3.5750435327725487	66	0hr	ERD
3.585257430383528	67	0hr	ERD
3.585370200723055	68	0hr	ERD
3.583250887496138	69	0hr	ERD
3.5870199904170548	70	0hr	ERD
3.5923365299223273	71	0hr	ERD
3.6033958872545377	72	0hr	ERD
3.598968666868786	73	0hr	ERD
3.6134391729482687	74	0hr	ERD
3.6204719299645785	75	0hr	ERD
3.664915293844071	76	0hr	ERD
3.6559552626393703	77	0hr	ERD
3.627763223515791	78	0hr	ERD
3.6555388754751297	79	0hr	ERD
3.667664673396422	80	0hr	ERD
3.624913957177608	81	0hr	ERD
3.6078567500083176	82	0hr	ERD
3.6220456605896687	83	0hr	ERD
3.62256533860854	84	0hr	ERD
3.6512678053894554	85	0hr	ERD
3.6422186914344388	86	0hr	ERD
3.651581098239949	87	0hr	ERD
3.6641843671668313	88	0hr	ERD
3.655663932793042	89	0hr	ERD
3.6287512830212694	90	0hr	ERD
3.6351315545699885	91	0hr	ERD
