Value	order	sample	domain
39.89176833641688	1	H2CC	ERD
39.11158113461211	2	H2CC	ERD
39.63306220304188	3	H2CC	ERD
42.347362262967536	4	H2CC	ERD
42.723537655366385	5	H2CC	ERD
41.27206936456281	6	H2CC	ERD
42.7311873538396	7	H2CC	ERD
42.8675834816965	8	H2CC	ERD
43.9241559628052	9	H2CC	ERD
41.90041123307365	10	H2CC	ERD
43.201105316839694	11	H2CC	ERD
42.725782570396156	12	H2CC	ERD
43.623731522116486	13	H2CC	ERD
43.04762846250821	14	H2CC	ERD
43.872406486543674	15	H2CC	ERD
43.33475486484634	16	H2CC	ERD
43.300951329516295	17	H2CC	ERD
43.980912761155466	18	H2CC	ERD
42.177068751434135	19	H2CC	ERD
44.22738066799601	20	H2CC	ERD
43.04838234884607	21	H2CC	ERD
44.293112896453174	22	H2CC	ERD
43.77910708960044	23	H2CC	ERD
44.828548788905614	24	H2CC	ERD
42.613884432950094	25	H2CC	ERD
46.03334817319114	26	H2CC	ERD
45.442426658090994	27	H2CC	ERD
44.568687483692116	28	H2CC	ERD
44.187525077299696	29	H2CC	ERD
45.32745879830512	30	H2CC	ERD
44.43353947554773	31	H2CC	ERD
45.48313691911683	32	H2CC	ERD
46.01127582639528	33	H2CC	ERD
45.032791500233394	34	H2CC	ERD
46.211219291058036	35	H2CC	ERD
45.86849324165676	36	H2CC	ERD
43.728640709319194	37	H2CC	ERD
46.206290636691456	38	H2CC	ERD
46.10452345939529	39	H2CC	ERD
45.59963349878039	40	H2CC	ERD
44.29727517354551	41	H2CC	ERD
47.843710451730054	42	H2CC	ERD
46.04711942601771	43	H2CC	ERD
45.98465216215389	44	H2CC	ERD
46.01012623133467	45	H2CC	ERD
46.30586325369903	46	H2CC	ERD
45.11082322747314	47	H2CC	ERD
46.13141528698815	48	H2CC	ERD
46.413273612721696	49	H2CC	ERD
44.6803227468494	50	H2CC	ERD
46.507939984411585	51	H2CC	ERD
47.5891642678407	52	H2CC	ERD
45.39231911372268	53	H2CC	ERD
46.799449605076525	54	H2CC	ERD
47.450349732323616	55	H2CC	ERD
46.97516133143241	56	H2CC	ERD
47.97048140534652	57	H2CC	ERD
45.99886080274375	58	H2CC	ERD
46.37504359161248	59	H2CC	ERD
46.23899608766214	60	H2CC	ERD
46.69645357746292	61	H2CC	ERD
47.465832128478915	62	H2CC	ERD
46.372884825452786	63	H2CC	ERD
47.87612133000678	64	H2CC	ERD
46.714997469064706	65	H2CC	ERD
46.17989887781222	66	H2CC	ERD
48.01565286991985	67	H2CC	ERD
48.79526877302818	68	H2CC	ERD
47.07172937666324	69	H2CC	ERD
47.97497471956637	70	H2CC	ERD
47.77888633950538	71	H2CC	ERD
47.336802867344005	72	H2CC	ERD
47.43462127361845	73	H2CC	ERD
48.051104415639706	74	H2CC	ERD
49.73344025712061	75	H2CC	ERD
49.23243618965277	76	H2CC	ERD
49.56946318489347	77	H2CC	ERD
50.64865248356885	78	H2CC	ERD
48.847556283052384	79	H2CC	ERD
48.94861014065867	80	H2CC	ERD
50.10107176239988	81	H2CC	ERD
48.58141589375156	82	H2CC	ERD
49.42471909217998	83	H2CC	ERD
49.59806768694096	84	H2CC	ERD
50.14603289973576	85	H2CC	ERD
50.34317703884234	86	H2CC	ERD
49.846760286543244	87	H2CC	ERD
51.66312954321285	88	H2CC	ERD
49.4684053516412	89	H2CC	ERD
50.542292187217285	90	H2CC	ERD
49.94821888036767	91	H2CC	ERD
50.3596596700048	92	H2CC	ERD
50.2389778217457	93	H2CC	ERD
49.43267602633928	94	H2CC	ERD
50.04141270366285	95	H2CC	ERD
50.05789058404114	96	H2CC	ERD
48.96794104586672	97	H2CC	ERD
50.258436279974966	98	H2CC	ERD
50.536133179917705	99	H2CC	ERD
49.91254691797637	100	H2CC	ERD
49.93003948956204	101	H2CC	ERD
50.27004105205837	102	H2CC	ERD
50.49498149007062	103	H2CC	ERD
50.025654853290305	104	H2CC	ERD
49.380726906696246	105	H2CC	ERD
48.487698757633936	106	H2CC	ERD
48.594650803759045	107	H2CC	ERD
49.287526732723606	108	H2CC	ERD
49.08826580898592	109	H2CC	ERD
50.987720484526264	110	H2CC	ERD
49.81888183253756	111	H2CC	ERD
49.8060055630227	112	H2CC	ERD
48.693713720802045	113	H2CC	ERD
49.63404385980616	114	H2CC	ERD
50.169582619532264	115	H2CC	ERD
47.995523511181474	116	H2CC	ERD
48.943618820148195	117	H2CC	ERD
48.04432527007415	118	H2CC	ERD
48.529265219375816	119	H2CC	ERD
48.95383063869044	120	H2CC	ERD
49.664567767662504	121	H2CC	ERD
50.04753064869039	122	H2CC	ERD
48.75959068947929	123	H2CC	ERD
49.88537048014362	124	H2CC	ERD
48.99977871015503	125	H2CC	ERD
48.69628342440428	126	H2CC	ERD
47.41618284216025	127	H2CC	ERD
47.70829113624941	128	H2CC	ERD
48.49213126770554	129	H2CC	ERD
48.45746274336259	130	H2CC	ERD
47.5373802024915	131	H2CC	ERD
48.80859565391194	132	H2CC	ERD
48.50216326423657	133	H2CC	ERD
49.35657943700285	134	H2CC	ERD
46.74612354619772	135	H2CC	ERD
45.73697593459121	136	H2CC	ERD
47.41340062341475	137	H2CC	ERD
46.3494396298162	138	H2CC	ERD
47.91484405963989	139	H2CC	ERD
47.41513678479779	140	H2CC	ERD
48.46537800425418	141	H2CC	ERD
47.469089571049324	142	H2CC	ERD
48.04351289123525	143	H2CC	ERD
46.25078408792128	144	H2CC	ERD
45.542733171155774	145	H2CC	ERD
45.6148554718747	146	H2CC	ERD
47.23574518117002	147	H2CC	ERD
47.912622113910786	148	H2CC	ERD
47.88667686346059	149	H2CC	ERD
47.7766505145996	150	H2CC	ERD
47.2863091710639	151	H2CC	ERD
45.66121614694922	152	H2CC	ERD
45.61384177076613	153	H2CC	ERD
48.267939575642124	154	H2CC	ERD
45.469810571492836	155	H2CC	ERD
46.380953422219974	156	H2CC	ERD
46.3180873830109	157	H2CC	ERD
46.5691645566024	158	H2CC	ERD
45.28321334835135	159	H2CC	ERD
46.4959133004124	160	H2CC	ERD
45.121572234558606	161	H2CC	ERD
46.190242455693486	162	H2CC	ERD
44.5150250188209	163	H2CC	ERD
47.40649439229221	164	H2CC	ERD
44.78406590409214	165	H2CC	ERD
44.473314105495355	166	H2CC	ERD
43.41276817535545	167	H2CC	ERD
45.6472251361097	168	H2CC	ERD
43.525386867357994	169	H2CC	ERD
44.97514112002907	170	H2CC	ERD
45.718205082103196	171	H2CC	ERD
43.82320102551391	172	H2CC	ERD
45.84658122146032	173	H2CC	ERD
44.68437612879337	174	H2CC	ERD
45.993593584458296	175	H2CC	ERD
44.60648293260321	176	H2CC	ERD
44.7105472048786	177	H2CC	ERD
45.56263490202828	178	H2CC	ERD
45.480321279834776	179	H2CC	ERD
44.42291347084173	180	H2CC	ERD
43.97057714602576	181	H2CC	ERD
45.10373141091579	182	H2CC	ERD
44.391093106612765	183	H2CC	ERD
44.578034487235264	184	H2CC	ERD
44.46735221071793	185	H2CC	ERD
43.13920887565787	186	H2CC	ERD
44.35174909770928	187	H2CC	ERD
43.35654208840344	188	H2CC	ERD
43.37051855413998	189	H2CC	ERD
42.88822563863789	190	H2CC	ERD
41.33044086379362	191	H2CC	ERD
42.8815029875269	192	H2CC	ERD
42.23933875419426	193	H2CC	ERD
41.50905131747903	194	H2CC	ERD
40.84816811697204	195	H2CC	ERD
39.36623765810411	196	H2CC	ERD
39.98470772404057	197	H2CC	ERD
39.08141303716843	198	H2CC	ERD
38.42269001372629	199	H2CC	ERD
37.925858363597435	200	H2CC	ERD
34.8583324662194	1	H2CC	LRD
33.69327623459922	2	H2CC	LRD
34.4001097896076	3	H2CC	LRD
33.79601401873102	4	H2CC	LRD
33.47348200365311	5	H2CC	LRD
34.92797384277206	6	H2CC	LRD
34.88159968261218	7	H2CC	LRD
32.28411794338883	8	H2CC	LRD
33.713926691963074	9	H2CC	LRD
33.249230189449776	10	H2CC	LRD
32.608076086452655	11	H2CC	LRD
31.661393611574418	12	H2CC	LRD
32.96727445652507	13	H2CC	LRD
32.98633918829528	14	H2CC	LRD
32.01250532675485	15	H2CC	LRD
32.32169573013239	16	H2CC	LRD
32.0946966799693	17	H2CC	LRD
32.122139839000205	18	H2CC	LRD
31.564694789495157	19	H2CC	LRD
31.563597843247013	20	H2CC	LRD
30.46757054381108	21	H2CC	LRD
29.85748455148842	22	H2CC	LRD
29.842620496247328	23	H2CC	LRD
30.34009719744091	24	H2CC	LRD
30.266682481730964	25	H2CC	LRD
30.771785330189207	26	H2CC	LRD
29.5677974307562	27	H2CC	LRD
29.777218415538687	28	H2CC	LRD
29.070331039732867	29	H2CC	LRD
28.44740021280129	30	H2CC	LRD
28.445844806108415	31	H2CC	LRD
29.28954743844379	32	H2CC	LRD
28.212118646138908	33	H2CC	LRD
28.701573679380814	34	H2CC	LRD
28.846599095527456	35	H2CC	LRD
28.26663776018114	36	H2CC	LRD
29.075620896924715	37	H2CC	LRD
29.225613750786067	38	H2CC	LRD
29.199568607407333	39	H2CC	LRD
28.99766679154468	40	H2CC	LRD
27.582762750815796	41	H2CC	LRD
27.9559252532443	42	H2CC	LRD
28.224398145383653	43	H2CC	LRD
28.38334874493365	44	H2CC	LRD
28.37742540783929	45	H2CC	LRD
28.990077976316037	46	H2CC	LRD
27.997807079826018	47	H2CC	LRD
28.76475507865581	48	H2CC	LRD
29.04746802738102	49	H2CC	LRD
28.04933761839859	50	H2CC	LRD
27.672208829057773	51	H2CC	LRD
28.575937052088157	52	H2CC	LRD
28.132710773677555	53	H2CC	LRD
28.480579300447644	54	H2CC	LRD
27.41843467602437	55	H2CC	LRD
28.137879406275328	56	H2CC	LRD
28.16467482243597	57	H2CC	LRD
27.844591502643716	58	H2CC	LRD
28.378843539445587	59	H2CC	LRD
28.39951447941995	60	H2CC	LRD
28.05440194159136	61	H2CC	LRD
28.07318617462801	62	H2CC	LRD
28.564263508866507	63	H2CC	LRD
28.029960390323023	64	H2CC	LRD
28.895334839798892	65	H2CC	LRD
28.529468623922703	66	H2CC	LRD
28.489240679656035	67	H2CC	LRD
28.54200593391057	68	H2CC	LRD
28.057343174642174	69	H2CC	LRD
28.70674634860477	70	H2CC	LRD
29.213481378589044	71	H2CC	LRD
29.6326548284066	72	H2CC	LRD
28.082807235482925	73	H2CC	LRD
29.042277459019488	74	H2CC	LRD
28.6958833771155	75	H2CC	LRD
28.69912779440478	76	H2CC	LRD
29.26864134706085	77	H2CC	LRD
28.69770255149487	78	H2CC	LRD
28.403123079032888	79	H2CC	LRD
29.55072302441075	80	H2CC	LRD
28.388239195361205	81	H2CC	LRD
27.39396553066713	82	H2CC	LRD
29.407524798081624	83	H2CC	LRD
28.918998543428255	84	H2CC	LRD
28.15632121210387	85	H2CC	LRD
27.438376924501693	86	H2CC	LRD
28.405952091815944	87	H2CC	LRD
27.854971295043992	88	H2CC	LRD
27.684767876075103	89	H2CC	LRD
27.812613171536444	90	H2CC	LRD
29.109854960079733	91	H2CC	LRD
28.351997372865895	92	H2CC	LRD
27.508451579458413	93	H2CC	LRD
28.204811473801335	94	H2CC	LRD
28.018445276055886	95	H2CC	LRD
27.305920413774658	96	H2CC	LRD
28.54677219213769	97	H2CC	LRD
28.575245555652668	98	H2CC	LRD
28.561306971917894	99	H2CC	LRD
28.52696236843978	100	H2CC	LRD
28.110478964813197	101	H2CC	LRD
28.198588089701694	102	H2CC	LRD
27.76818574984263	103	H2CC	LRD
29.436311633566625	104	H2CC	LRD
28.55743218513318	105	H2CC	LRD
29.111114877706747	106	H2CC	LRD
27.928919326668137	107	H2CC	LRD
28.5218649273883	108	H2CC	LRD
28.49574620085483	109	H2CC	LRD
28.74558451268373	110	H2CC	LRD
28.4549319615856	111	H2CC	LRD
29.276660815956852	112	H2CC	LRD
27.877606329042855	113	H2CC	LRD
27.57771810885663	114	H2CC	LRD
28.401261915968206	115	H2CC	LRD
28.102061012919	116	H2CC	LRD
28.978366282381682	117	H2CC	LRD
29.665276831366253	118	H2CC	LRD
27.78896181362007	119	H2CC	LRD
28.629267689247552	120	H2CC	LRD
28.14930261707145	121	H2CC	LRD
27.77167028688396	122	H2CC	LRD
28.96903963159568	123	H2CC	LRD
28.032022245864212	124	H2CC	LRD
27.982691597050913	125	H2CC	LRD
28.551057003490275	126	H2CC	LRD
28.056095891780675	127	H2CC	LRD
28.89821100113169	128	H2CC	LRD
29.497888476687145	129	H2CC	LRD
29.034896129492353	130	H2CC	LRD
28.385144520067144	131	H2CC	LRD
28.113881470285868	132	H2CC	LRD
27.51356195546133	133	H2CC	LRD
28.160634734737787	134	H2CC	LRD
29.306012351676085	135	H2CC	LRD
27.912156615536894	136	H2CC	LRD
28.877683608705553	137	H2CC	LRD
29.252137478086592	138	H2CC	LRD
28.895648944850336	139	H2CC	LRD
29.582175850619926	140	H2CC	LRD
29.233733654845658	141	H2CC	LRD
28.79360540420968	142	H2CC	LRD
28.82922586856642	143	H2CC	LRD
28.137420450245838	144	H2CC	LRD
28.652850340481205	145	H2CC	LRD
28.791441803284172	146	H2CC	LRD
28.814367055798268	147	H2CC	LRD
29.14612267836166	148	H2CC	LRD
29.76171385251483	149	H2CC	LRD
29.185083851540725	150	H2CC	LRD
28.85168022466234	151	H2CC	LRD
28.550499592022057	152	H2CC	LRD
28.693759573489427	153	H2CC	LRD
29.486392345612966	154	H2CC	LRD
30.41713050243547	155	H2CC	LRD
28.13609577962558	156	H2CC	LRD
29.72265725598865	157	H2CC	LRD
