Value	order	sample	domain
12.100681242817078	1	35min	ERD
11.945568888368324	2	35min	ERD
12.10303214077959	3	35min	ERD
12.21306475159324	4	35min	ERD
12.233818834313132	5	35min	ERD
12.174599476425339	6	35min	ERD
12.160237535855035	7	35min	ERD
12.20486072800336	8	35min	ERD
12.268025036642973	9	35min	ERD
12.389754415251156	10	35min	ERD
12.482189603006166	11	35min	ERD
12.520099536701803	12	35min	ERD
12.496085721906397	13	35min	ERD
12.447841209008118	14	35min	ERD
12.595174952925873	15	35min	ERD
12.694842351437742	16	35min	ERD
12.764729712103353	17	35min	ERD
12.82305898387277	18	35min	ERD
12.90983557179192	19	35min	ERD
12.91490389472421	20	35min	ERD
13.01267624283027	21	35min	ERD
13.106613313953096	22	35min	ERD
13.202084616727225	23	35min	ERD
13.256379717145858	24	35min	ERD
13.30616395266989	25	35min	ERD
13.375237814720954	26	35min	ERD
13.386201452871312	27	35min	ERD
13.355729095731965	28	35min	ERD
13.318064337498551	29	35min	ERD
13.30158174627252	30	35min	ERD
13.274851842464926	31	35min	ERD
13.220362045674934	32	35min	ERD
13.219609256697908	33	35min	ERD
13.18386269839713	34	35min	ERD
13.172601562718185	35	35min	ERD
13.183466791110316	36	35min	ERD
13.177218426772122	37	35min	ERD
13.230467118985263	38	35min	ERD
13.275694439715949	39	35min	ERD
13.369705357194706	40	35min	ERD
13.450169028056386	41	35min	ERD
13.523689126205044	42	35min	ERD
13.53528253310649	43	35min	ERD
13.51905595656034	44	35min	ERD
13.510792183149302	45	35min	ERD
13.516460507047183	46	35min	ERD
13.489313553693218	47	35min	ERD
13.51270773916734	48	35min	ERD
13.550251132273303	49	35min	ERD
13.530366599377235	50	35min	ERD
13.489502066104903	51	35min	ERD
13.464051736050807	52	35min	ERD
13.483728624144998	53	35min	ERD
13.519016068489485	54	35min	ERD
13.491064746634551	55	35min	ERD
13.451270718522332	56	35min	ERD
13.471657319120322	57	35min	ERD
13.473739917267972	58	35min	ERD
13.500260722654984	59	35min	ERD
13.50967067322706	60	35min	ERD
13.499538971685578	61	35min	ERD
13.495371525995163	62	35min	ERD
13.51992347486114	63	35min	ERD
13.522067565277139	64	35min	ERD
13.51358415486258	65	35min	ERD
13.523036654672786	66	35min	ERD
13.53898639652949	67	35min	ERD
13.548920160910306	68	35min	ERD
13.545621701277488	69	35min	ERD
13.554738182740707	70	35min	ERD
13.536465033252883	71	35min	ERD
13.520334820365134	72	35min	ERD
13.54013315595515	73	35min	ERD
13.571006640350133	74	35min	ERD
13.540743187959153	75	35min	ERD
13.499145965945557	76	35min	ERD
13.448626133681461	77	35min	ERD
13.433820640797908	78	35min	ERD
13.417020859194558	79	35min	ERD
13.348215130725366	80	35min	ERD
13.329926752625367	81	35min	ERD
13.252047645203463	82	35min	ERD
13.236874775955265	83	35min	ERD
13.194761734257018	84	35min	ERD
13.141706486494172	85	35min	ERD
13.084769658511044	86	35min	ERD
12.963220778185526	87	35min	ERD
13.009352829349941	88	35min	ERD
12.959177522771602	89	35min	ERD
12.85453585800671	90	35min	ERD
12.721113905375482	91	35min	ERD
12.551232423923997	92	35min	ERD
12.420375055186774	93	35min	ERD
12.25562299442631	94	35min	ERD
12.059609664325519	95	35min	ERD
11.88861267669141	96	35min	ERD
11.690537575676766	97	35min	ERD
11.492151743289917	98	35min	ERD
11.292993507631353	99	35min	ERD
11.383802163455602	100	35min	ERD
6.566877930144179	1	35min	LRD
6.520508622342243	2	35min	LRD
6.409053762059133	3	35min	LRD
6.355871252409461	4	35min	LRD
6.260354855981685	5	35min	LRD
6.167476605467099	6	35min	LRD
6.100156867147044	7	35min	LRD
6.006359392183588	8	35min	LRD
5.928378848558412	9	35min	LRD
5.956359260639925	10	35min	LRD
5.860139631996141	11	35min	LRD
5.801212641825291	12	35min	LRD
5.743807248572398	13	35min	LRD
5.742722139308116	14	35min	LRD
5.697654902459261	15	35min	LRD
5.655117698242533	16	35min	LRD
5.629400004015893	17	35min	LRD
5.59963640764938	18	35min	LRD
5.580298949948309	19	35min	LRD
5.573468988939171	20	35min	LRD
5.561201965773523	21	35min	LRD
5.548639462352674	22	35min	LRD
5.5358587424777745	23	35min	LRD
5.518063311525187	24	35min	LRD
5.528102704029971	25	35min	LRD
5.5224752629594835	26	35min	LRD
5.51241261761786	27	35min	LRD
5.507171723055243	28	35min	LRD
5.5041930948341955	29	35min	LRD
5.5093793088823695	30	35min	LRD
5.508827421644649	31	35min	LRD
5.509140500818152	32	35min	LRD
5.517208463822236	33	35min	LRD
5.518576040116334	34	35min	LRD
5.519485586388386	35	35min	LRD
5.518359276956729	36	35min	LRD
5.515274211156084	37	35min	LRD
5.517211622007806	38	35min	LRD
5.505995207752783	39	35min	LRD
5.506506106264274	40	35min	LRD
5.499482173555726	41	35min	LRD
5.484990228487386	42	35min	LRD
5.479142065738394	43	35min	LRD
5.46691955124052	44	35min	LRD
5.455375923430417	45	35min	LRD
5.4571634420444886	46	35min	LRD
5.453548190713811	47	35min	LRD
5.45240973162866	48	35min	LRD
5.4520254752278365	49	35min	LRD
5.470415022291794	50	35min	LRD
5.468725981174179	51	35min	LRD
5.475586344142104	52	35min	LRD
5.471303247820547	53	35min	LRD
5.46800241520987	54	35min	LRD
5.4708522843446294	55	35min	LRD
5.469441030442238	56	35min	LRD
5.475329364510572	57	35min	LRD
5.485118074243437	58	35min	LRD
5.4924614598234545	59	35min	LRD
